tweet_id,retweet_count,favorite_count
667728196545200128,152,379
667724302356258817,324,488
667550904950915073,35,0
667550882905632768,33,0
667549055577362432,2322,5841
667546741521195010,126,336
667544320556335104,532,874
667538891197542400,66,205
667534815156183040,549,824
667530908589760512,244,472
667524857454854144,1124,1710
667517642048163840,194,368
667509364010450944,2158,6819
667502640335572993,222,537
667495797102141441,274,521
667491009379606528,232,532
667470559035432960,100,257
667455448082227200,60,192
667453023279554560,91,314
667443425659232256,588,784
667437278097252352,242,451
667435689202614272,84,305
667405339315146752,221,468
667393430834667520,58,196
667369227918143488,166,367
667211855547486208,244,495
667200525029539841,263,616
667192066997374976,109,385
667188689915760640,421,745
667182792070062081,6262,14379
667177989038297088,55,192
667176164155375616,464,612
667174963120574464,84,245
667171260800061440,91,221
667165590075940865,1147,2697
667160273090932737,62,257
667152164079423490,17244,47884
667138269671505920,2229,4621
667119796878725120,128,330
667090893657276420,129,332
667073648344346624,123,404
667070482143944705,14,82
667065535570550784,48,166
667062181243039745,55,218
667044094246576128,51,183
667012601033924608,225,447
666996132027977728,94,244
666983947667116034,988,2552
666837028449972224,556,818
666835007768551424,80,213
666826780179869698,97,254
666817836334096384,251,516
666804364988780544,94,240
666786068205871104,487,759
666781792255496192,195,387
666776908487630848,175,351
666739327293083650,66,236
666701168228331520,219,430
666691418707132416,47,186
666649482315059201,624,1117
666644823164719104,81,230
666454714377183233,208,517
666447344410484738,20,104
666437273139982337,48,124
666435652385423360,53,164
666430724426358785,195,312
666428276349472768,83,164
666421158376562688,111,313
666418789513326592,45,122
666411507551481857,323,438
666407126856765440,40,105
666396247373291520,84,164
666373753744588802,90,185
666362758909284353,562,763
666353288456101888,71,215
666345417576210432,133,288
666337882303524864,90,193
666293911632134144,347,490
666287406224695296,64,143
666273097616637952,76,171
666268910803644416,35,100
666104133288665088,6427,14071
666102155909144576,12,78
666099513787052032,66,151
666094000022159362,72,161
666082916733198337,44,114
666073100786774016,160,316
666071193221509120,59,142
666063827256086533,213,465
666058600524156928,57,109
666057090499244032,139,290
666055525042405380,237,429
666051853826850816,836,1204
666050758794694657,59,130
666049248165822465,41,106
666044226329800704,139,293
666033412701032449,43,123
666029285002620928,47,125
666020888022790149,500,2531
